index,name,age,height,nationality,price,max_price,position,shirt_nr,foot,club,contract_expires,joined_club,player_agent,outfitter,league
1659,Geoffrey Kondogbia,30,1.88,Central African Republic France,18.0,30.0,midfield - Defensive Midfield,4,left,Atlético Madrid,2024-06-30,2020-11-03,Sport Cover,,LaLiga
1660,Axel Witsel,34,1.86,Belgium Martinique,5.0,40.0,midfield - Defensive Midfield,20,right,Atlético Madrid,2024-06-30,2022-07-06,Nomi Sports,Puma,LaLiga
1661,Rodrigo de Paul,28,1.8,Argentina Italy,40.0,40.0,midfield - Central Midfield,5,right,Atlético Madrid,2026-06-30,2021-07-12,Augustin Jimenez,adidas,LaLiga
1662,Marcos Llorente,28,1.84,Spain,35.0,80.0,midfield - Central Midfield,14,right,Atlético Madrid,2027-06-30,2019-07-01,,Nike,LaLiga
1663,Koke,31,1.76,Spain,16.0,70.0,midfield - Central Midfield,6,right,Atlético Madrid,2024-06-30,2011-01-01,Gesport Espizua SL,adidas,LaLiga
1664,Saúl Ñíguez,28,1.84,Spain,10.0,90.0,midfield - Central Midfield,17,left,Atlético Madrid,2026-06-30,2013-07-01,CAA Stellar,Nike,LaLiga
1665,Pablo Barrios,19,1.81,Spain,5.0,5.0,midfield - Central Midfield,24,right,Atlético Madrid,2028-06-30,2023-01-23,CAA Stellar,,LaLiga
1666,Thomas Lemar,27,1.71,France Guadeloupe,25.0,70.0,midfield - Attacking Midfield,11,left,Atlético Madrid,2027-06-30,2018-07-01,Kemari,adidas,LaLiga
1667,Yannick Carrasco,29,1.81,Belgium Spain,25.0,40.0,Attack - Left Winger,21,right,Atlético Madrid,2024-06-30,2020-09-08,Gol International,Nike,LaLiga
1668,Ángel Correa,28,1.71,Argentina Spain,35.0,45.0,Attack - Right Winger,10,right,Atlético Madrid,2026-06-30,2015-01-01,Augustin Jimenez,,LaLiga
1669,Antoine Griezmann,32,1.76,France,25.0,150.0,Attack - Second Striker,8,left,Atlético Madrid,2023-06-30,2021-08-31,BY AND FOR,Puma,LaLiga
1670,Álvaro Morata,30,1.89,Spain,25.0,65.0,Attack - Centre-Forward,19,right,Atlético Madrid,2024-06-30,2020-07-01,Niagara Sports ...,adidas,LaLiga
1671,Memphis Depay,29,1.78,Netherlands Ghana,16.0,55.0,Attack - Centre-Forward,9,right,Atlético Madrid,2025-06-30,2023-01-20,TEAM DEPAY,Puma,LaLiga
1672,Álex Remiro,28,1.91,Spain,25.0,25.0,Goalkeeper,1,right,Real Sociedad,2027-06-30,2019-07-01,Feel Winner,,LaLiga
1673,Andoni Zubiaurre,26,1.89,Spain,0.3,0.3,Goalkeeper,13,left,Real Sociedad,2024-06-30,2022-07-01,YOU FIRST,,LaLiga
1674,Robin Le Normand,26,1.87,France,35.0,35.0,Defender - Centre-Back,24,right,Real Sociedad,2026-06-30,2019-07-01,AC Talent,,LaLiga
1675,Igor Zubeldia,26,1.81,Spain,15.0,30.0,Defender - Centre-Back,5,right,Real Sociedad,2024-06-30,2017-07-01,Wasserman,,LaLiga
1676,Aritz Elustondo,29,1.82,Spain,14.0,20.0,Defender - Centre-Back,6,right,Real Sociedad,2026-06-30,2016-01-04,IDUB GLOBAL,,LaLiga
1677,Jon Pacheco,22,1.84,Spain,6.0,6.0,Defender - Centre-Back,20,left,Real Sociedad,2027-06-30,2022-07-01,IDUB GLOBAL,,LaLiga
1678,Aihen Muñoz,25,1.75,Spain,6.0,7.5,Defender - Left-Back,12,left,Real Sociedad,2024-06-30,2019-07-01,YOU FIRST,,LaLiga
1679,Diego Rico,30,1.83,Spain,3.0,10.0,Defender - Left-Back,15,left,Real Sociedad,2025-06-30,2021-07-26,IDUB GLOBAL,Nike,LaLiga
1680,Andoni Gorosabel,26,1.74,Spain,10.0,10.0,Defender - Right-Back,18,right,Real Sociedad,2024-06-30,2018-07-01,,,LaLiga
1681,Álex Sola,23,1.78,Spain,3.0,3.0,Defender - Right-Back,2,right,Real Sociedad,2026-06-30,2022-07-01,LEADERBROCK,adidas,LaLiga
1682,Martín Zubimendi,24,1.81,Spain,40.0,40.0,midfield - Defensive Midfield,3,right,Real Sociedad,2027-06-30,2020-09-10,IDUB GLOBAL,,LaLiga
1683,Asier Illarramendi,33,1.79,Spain,2.0,25.0,midfield - Defensive Midfield,4,right,Real Sociedad,2023-06-30,2015-08-26,Bahía Internacional,,LaLiga
1684,Mikel Merino,26,1.89,Spain,50.0,50.0,midfield - Central Midfield,8,left,Real Sociedad,2025-06-30,2018-07-12,Bahía Internacional,adidas,LaLiga
1685,Ander Guevara,25,1.8,Spain,5.0,7.5,midfield - Central Midfield,16,right,Real Sociedad,2024-06-30,2019-07-01,YOU FIRST,,LaLiga
1686,Beñat Turrientes,21,1.81,Spain,2.0,3.0,midfield - Central Midfield,22,right,Real Sociedad,2027-06-30,2022-07-01,IDUB GLOBAL,,LaLiga
1687,Brais Méndez,26,1.84,Spain,30.0,30.0,midfield - Attacking Midfield,23,left,Real Sociedad,2028-06-30,2022-07-06,InterStarDeporte,,LaLiga
1688,Robert Navarro,21,1.78,Spain,4.0,4.0,midfield - Attacking Midfield,17,right,Real Sociedad,2027-06-30,2022-08-07,,,LaLiga
1689,David Silva,37,1.7,Spain,4.0,50.0,midfield - Attacking Midfield,21,left,Real Sociedad,2024-06-30,2020-08-17,IFM,Puma,LaLiga
1690,Mikel Oyarzabal,26,1.81,Spain,50.0,70.0,Attack - Left Winger,10,left,Real Sociedad,2028-06-30,2016-01-01,,Nike,LaLiga
1691,Ander Barrenetxea,21,1.75,Spain,6.0,15.0,Attack - Left Winger,7,right,Real Sociedad,2027-06-30,2019-07-01,Wasserman,,LaLiga
1692,Takefusa Kubo,21,1.73,Japan,15.0,30.0,Attack - Right Winger,14,left,Real Sociedad,2027-06-30,2022-07-19,Roberto Tukada,,LaLiga
1693,Umar Sadiq,26,1.91,Nigeria,18.0,18.0,Attack - Centre-Forward,25,right,Real Sociedad,2028-06-30,2022-09-01,CAA Base Ltd,Nike,LaLiga
1694,Momo Cho,19,1.82,France England,15.0,15.0,Attack - Centre-Forward,11,left,Real Sociedad,2027-06-30,2022-07-01,Sparka Management,adidas,LaLiga
1695,Alexander Sørloth,27,1.95,Norway,12.0,20.0,Attack - Centre-Forward,19,left,Real Sociedad,2023-06-30,2022-08-29,Keypass AS,Nike,LaLiga
1696,Carlos Fernández,26,1.85,Spain,4.0,10.0,Attack - Centre-Forward,9,left,Real Sociedad,2026-06-30,2021-01-24,Relatives,,LaLiga
1697,Filip Jörgensen,21,1.9,Denmark Sweden,1.5,1.5,Goalkeeper,35,right,Villarreal,2025-06-30,2023-01-05,Goal Management,,LaLiga
1698,Pepe Reina,40,1.88,Spain,0.7,22.0,Goalkeeper,1,right,Villarreal,2023-06-30,2022-07-08,Manuel García ...,adidas,LaLiga
1699,Pau Torres,26,1.91,Spain,45.0,50.0,Defender - Centre-Back,4,left,Villarreal,2024-06-30,2018-07-01,InterStarDeporte,,LaLiga
1700,Jorge Cuenca,23,1.9,Spain,5.0,8.0,Defender - Centre-Back,5,left,Villarreal,2025-06-30,2020-09-21,InterStarDeporte,Nike,LaLiga
1701,Aïssa Mandi,31,1.84,Algeria France,4.0,20.0,Defender - Centre-Back,23,right,Villarreal,2025-06-30,2021-07-01,Wasserman,,LaLiga
1702,Raúl Albiol,37,1.9,Spain,3.0,18.0,Defender - Centre-Back,3,right,Villarreal,2024-06-30,2019-07-04,Football Capital,,LaLiga
1703,Alfonso Pedraza,27,1.84,Spain,15.0,22.0,Defender - Left-Back,24,left,Villarreal,2026-06-30,2016-07-01,LEADERBROCK,,LaLiga
1704,Johan Mojica,30,1.85,Colombia Spain,5.0,5.0,Defender - Left-Back,12,left,Villarreal,2026-06-30,2022-09-01,LF Sport Management,Nike,LaLiga
1705,Alberto Moreno,30,1.71,Spain,4.0,15.0,Defender - Left-Back,18,left,Villarreal,2024-06-30,2019-07-09,,adidas,LaLiga
1706,Juan Foyth,25,1.87,Argentina Spain,25.0,25.0,Defender - Right-Back,8,right,Villarreal,2026-06-30,2021-07-01,Primotempo,adidas,LaLiga
1707,Kiko Femenía,32,1.71,Spain,2.5,6.0,Defender - Right-Back,2,right,Villarreal,2025-06-30,2022-07-28,Goal Management,,LaLiga
1708,Francis Coquelin,32,1.77,France Réunion,5.0,24.0,midfield - Defensive Midfield,19,right,Villarreal,2024-06-30,2020-08-12,One Team Football,Nike,LaLiga
1709,Étienne Capoue,34,1.89,France Guadeloupe,3.0,13.0,midfield - Defensive Midfield,6,right,Villarreal,2024-06-30,2021-01-04,World Soccer Star ...,,LaLiga
1710,Ramón Terrats,22,1.81,Spain,1.5,1.5,midfield - Defensive Midfield,39,left,Villarreal,2023-06-30,2023-01-18,MagicPlayers,,LaLiga
1711,Giovani Lo Celso,27,1.77,Argentina Italy,18.0,50.0,midfield - Central Midfield,17,left,Villarreal,2023-06-30,2022-08-14,DCGLOBALSL,Puma,LaLiga
1712,Dani Parejo,34,1.82,Spain,7.0,35.0,midfield - Central Midfield,10,right,Villarreal,2024-06-30,2020-08-12,AC Talent,,LaLiga
1713,Manu Trigueros,31,1.78,Spain,6.0,20.0,midfield - Central Midfield,14,right,Villarreal,2025-06-30,2012-07-01,,,LaLiga
1714,Álex Baena,21,1.74,Spain,20.0,20.0,Attack - Left Winger,16,right,Villarreal,2028-06-30,2020-08-01,CAA Stellar,,LaLiga
1715,Yéremy Pino,20,1.72,Spain,38.0,40.0,Attack - Right Winger,21,right,Villarreal,2027-06-30,2020-08-01,CAA Stellar,,LaLiga
1716,Samuel Chukwueze,23,1.72,Nigeria,20.0,30.0,Attack - Right Winger,11,left,Villarreal,2024-06-30,2018-11-01,10Management,,LaLiga
1717,Gerard Moreno,31,1.8,Spain,30.0,40.0,Attack - Centre-Forward,7,left,Villarreal,2027-06-30,2018-07-01,YOU FIRST,,LaLiga
1718,Nicolas Jackson,21,1.88,Senegal The Gambia,15.0,15.0,Attack - Centre-Forward,15,right,Villarreal,2026-06-30,2022-07-01,Epic Sports,,LaLiga
1719,José Luis Morales,35,1.8,Spain,4.0,10.0,Attack - Centre-Forward,22,right,Villarreal,2024-06-30,2022-07-01,ABADSPORT,,LaLiga
1720,Rui Silva,29,1.91,Portugal,15.0,15.0,Goalkeeper,13,left,Real Betis,2026-06-30,2021-07-01,Team of Future,,LaLiga
1721,Dani Martín,24,1.87,Spain,1.5,5.0,Goalkeeper,25,right,Real Betis,2024-06-30,2019-07-18,Bahía Internacional,,LaLiga
1722,Claudio Bravo,40,1.84,Chile Spain,1.0,15.0,Goalkeeper,1,right,Real Betis,2023-06-30,2020-08-30,,adidas,LaLiga
1723,Luiz Felipe,26,1.87,Italy Brazil,15.0,22.0,Defender - Centre-Back,19,right,Real Betis,2027-06-30,2022-07-04,AIS Football,adidas,LaLiga
1724,Edgar González,26,1.93,Spain,10.0,10.0,Defender - Centre-Back,3,right,Real Betis,2025-06-30,2020-07-21,InterStarDeporte,,LaLiga
1725,Germán Pezzella,31,1.87,Argentina Italy,5.0,20.0,Defender - Centre-Back,16,right,Real Betis,2025-06-30,2021-08-19,Guastadisegno,,LaLiga
1726,Víctor Ruiz,34,1.84,Spain,1.5,14.0,Defender - Centre-Back,6,left,Real Betis,2023-06-30,2020-08-31,MagicPlayers,Nike,LaLiga
1727,Abner,22,1.81,Brazil,8.0,8.0,Defender - Left-Back,20,left,Real Betis,2029-06-30,2023-01-15,ADM Esporte,,LaLiga
1728,Juan Miranda,23,1.85,Spain,5.0,7.0,Defender - Left-Back,33,left,Real Betis,2024-06-30,2021-07-01,AC Talent,,LaLiga
1729,Youssouf Sabaly,30,1.73,Senegal France,5.0,10.0,Defender - Right-Back,23,right,Real Betis,2026-06-30,2021-07-01,,,LaLiga
1730,Aitor Ruibal,27,1.76,Spain,5.0,5.0,Defender - Right-Back,24,right,Real Betis,2025-06-30,2019-07-01,JV SPORTS SL,,LaLiga
1731,Martín Montoya,32,1.75,Spain,1.5,15.0,Defender - Right-Back,2,right,Real Betis,2024-06-30,2020-08-25,OLIMPUS ESPORT ...,,LaLiga
1732,Guido Rodríguez,29,1.85,Argentina Italy,28.0,28.0,midfield - Defensive Midfield,5,right,Real Betis,2024-06-30,2020-01-14,Interplayers,,LaLiga
1733,William Carvalho,31,1.87,Portugal Angola,16.0,30.0,midfield - Defensive Midfield,14,right,Real Betis,2026-06-30,2018-07-13,PCR Sports,,LaLiga
1734,Paul Akouokou,25,1.81,Cote d'Ivoire,4.0,5.0,midfield - Defensive Midfield,4,right,Real Betis,2024-06-30,2020-09-10,Promoesport,,LaLiga
1735,Andrés Guardado,36,1.67,Mexico Spain,1.5,12.0,midfield - Central Midfield,18,left,Real Betis,2023-06-30,2017-07-07,,adidas,LaLiga
1736,Nabil Fekir,29,1.73,France Algeria,30.0,70.0,midfield - Attacking Midfield,8,left,Real Betis,2026-06-30,2019-07-23,Relatives,Puma,LaLiga
1737,Sergio Canales,32,1.78,Spain,20.0,25.0,midfield - Attacking Midfield,10,left,Real Betis,2026-06-30,2018-07-03,Best of You,,LaLiga
1738,Rodri Sánchez,22,1.75,Spain,8.0,8.0,midfield - Attacking Midfield,28,left,Real Betis,2026-06-30,2021-07-01,Bahía Internacional,Nike,LaLiga
1739,Juanmi,29,1.72,Spain,15.0,15.0,Attack - Left Winger,7,right,Real Betis,2026-06-30,2019-07-01,LIAN Sports Group,,LaLiga
1740,Luiz Henrique,22,1.82,Brazil,15.0,15.0,Attack - Right Winger,11,left,Real Betis,2028-06-30,2022-07-01,AIS Football,adidas,LaLiga
1741,Juan Cruz,23,1.8,Spain Argentina,2.0,2.0,Attack - Right Winger,10,left,Betis Deportivo,2025-06-30,2021-07-04,Promoesport,,Other
1742,Joaquín,41,1.81,Spain,1.5,28.0,Attack - Right Winger,17,right,Real Betis,2023-06-30,2015-08-31,Juzzt Football,,LaLiga
1743,Ayoze Pérez,29,1.78,Spain,6.0,30.0,Attack - Second Striker,21,right,Real Betis,2023-06-30,2023-01-31,no agent,adidas,LaLiga
1744,Borja Iglesias,30,1.87,Spain,25.0,28.0,Attack - Centre-Forward,9,right,Real Betis,2026-06-30,2019-08-14,Toldra Consulting ...,,LaLiga
1745,Willian José,31,1.89,Brazil Spain,7.0,30.0,Attack - Centre-Forward,12,right,Real Betis,2026-06-30,2022-07-01,Un1que Football,,LaLiga
1746,Unai Simón,25,1.9,Spain,25.0,30.0,Goalkeeper,1,right,Athletic,2025-06-30,2018-07-01,CAA Stellar,,LaLiga
1747,Julen Agirrezabala,22,1.87,Spain,5.0,5.0,Goalkeeper,13,left,Athletic,2025-06-30,2022-07-01,YOU FIRST,,LaLiga
1748,Ander Iru,24,1.88,Spain,0.1,0.1,Goalkeeper,35,left,Athletic,2023-06-30,2022-07-01,IDUB GLOBAL,,LaLiga
1749,Iñigo Martínez,31,1.82,Spain,18.0,32.0,Defender - Centre-Back,4,left,Athletic,2023-06-30,2018-01-30,Carmelo Sánchez,,LaLiga
1750,Yeray Álvarez,28,1.82,Spain,15.0,30.0,Defender - Centre-Back,5,right,Athletic,2026-06-30,2016-07-01,,,LaLiga
1751,Dani Vivian,23,1.84,Spain,14.0,15.0,Defender - Centre-Back,3,right,Athletic,2026-06-30,2020-08-01,Acción Sport,,LaLiga
1752,Aitor Paredes,23,1.85,Spain,0.4,0.4,Defender - Centre-Back,31,right,Athletic,2025-06-30,2022-07-01,CAA Stellar,,LaLiga
1753,Yuri Berchiche,33,1.81,Spain Algeria,2.0,20.0,Defender - Left-Back,17,left,Athletic,2024-06-30,2018-07-02,Media Base Sports,,LaLiga
1754,Mikel Balenziaga,35,1.77,Spain,0.5,5.0,Defender - Left-Back,24,left,Athletic,2023-06-30,2013-07-01,Football Promotions ...,,LaLiga
1755,Iñigo Lekue,30,1.8,Spain,3.0,7.5,Defender - Right-Back,15,right,Athletic,2025-06-30,2016-07-01,,,LaLiga
1756,Ander Capa,31,1.75,Spain,2.0,7.5,Defender - Right-Back,21,right,Athletic,2023-06-30,2018-07-01,,,LaLiga
1757,Óscar de Marcos,34,1.82,Spain,1.8,10.0,Defender - Right-Back,18,right,Athletic,2023-06-30,2010-07-01,,,LaLiga
1758,Mikel Vesga,30,1.91,Spain,5.0,5.0,midfield - Defensive Midfield,6,left,Athletic,2024-06-30,2016-07-01,Football Promotions ...,,LaLiga
1759,Unai Vencedor,22,1.76,Spain,14.0,20.0,midfield - Central Midfield,16,right,Athletic,2027-06-30,2020-08-01,,,LaLiga
1760,Oier Zarraga,24,1.75,Spain,3.0,3.5,midfield - Central Midfield,19,right,Athletic,2023-06-30,2021-02-01,,,LaLiga
1761,Ander Herrera,33,1.82,Spain,3.0,30.0,midfield - Central Midfield,23,right,Athletic,2024-06-30,2023-01-31,AC Talent,,LaLiga
1762,Dani García,32,1.79,Spain,2.0,6.0,midfield - Central Midfield,14,right,Athletic,2024-06-30,2018-07-01,RGFOOTBALL,adidas,LaLiga
1763,Oihan Sancet,23,1.88,Spain,30.0,30.0,midfield - Attacking Midfield,8,right,Athletic,2032-06-30,2020-08-04,,,LaLiga
1764,Iker Muniain,30,1.69,Spain,10.0,22.0,midfield - Attacking Midfield,10,right,Athletic,2024-06-30,2009-07-01,Jesus Medina Martin,,LaLiga
1765,Álex Berenguer,27,1.75,Spain,15.0,15.0,Attack - Left Winger,7,right,Athletic,2024-06-30,2020-10-02,YOU FIRST,,LaLiga
1766,Jon Morcillo,24,1.83,Spain,3.0,5.0,Attack - Left Winger,2,left,Athletic,2024-06-30,2020-08-01,Football Promotions ...,,LaLiga
1767,Nico Williams,20,1.81,Spain Ghana,25.0,25.0,Attack - Right Winger,11,right,Athletic,2024-06-30,2021-07-01,,,LaLiga
1768,Iñaki Williams,28,1.86,Ghana Spain,25.0,50.0,Attack - Centre-Forward,9,right,Athletic,2028-06-30,2015-07-01,,Nike,LaLiga
1769,Raúl García,36,1.84,Spain,2.5,16.0,Attack - Centre-Forward,22,right,Athletic,2023-06-30,2015-08-30,Bahía Internacional,Nike,LaLiga
1770,Gorka Guruzeta,26,1.88,Spain,2.0,2.0,Attack - Centre-Forward,12,right,Athletic,2024-06-30,2022-07-03,YOU FIRST,,LaLiga
1771,Giorgi Mamardashvili,22,1.97,Georgia,25.0,25.0,Goalkeeper,25,left,Valencia,2027-06-30,2022-01-01,Free Football,,LaLiga
1772,Jaume Doménech,32,1.85,Spain,1.5,7.5,Goalkeeper,23,right,Valencia,2025-06-30,2015-07-01,Wasserman,Joma,LaLiga
1773,Iago Herrerín,35,1.87,Spain,0.5,4.0,Goalkeeper,1,right,Valencia,2023-06-30,2022-09-28,,,LaLiga
1774,Cristian Rivero,25,1.88,Spain,0.2,0.3,Goalkeeper,13,right,Valencia,2024-06-30,2020-08-01,INTEGRAL ADVISING ...,,LaLiga
1775,Mouctar Diakhaby,26,1.92,Guinea France,8.0,30.0,Defender - Centre-Back,12,right,Valencia,2027-06-30,2018-07-01,VV Consulting,,LaLiga
1776,Eray Cömert,25,1.83,Switzerland Turkey,4.0,4.0,Defender - Centre-Back,24,right,Valencia,2026-06-30,2022-01-25,Libera Sports,,LaLiga
1777,Gabriel Paulista,32,1.87,Brazil Spain,3.0,22.0,Defender - Centre-Back,5,right,Valencia,2024-06-30,2017-08-18,ADM Esporte,adidas,LaLiga
1778,Cenk Özkacar,22,1.9,Turkey,1.8,2.0,Defender - Centre-Back,15,left,Valencia,2023-06-30,2022-08-23,SEG,,LaLiga
1779,Cristhian Mosquera,18,1.91,Spain Colombia,1.0,1.0,Defender - Centre-Back,12,right,Valencia B,2025-06-30,2022-07-01,INVSPORT (Sergio ...,,Other
1780,José Gayà,27,1.72,Spain,35.0,50.0,Defender - Left-Back,14,left,Valencia,2027-06-30,2014-07-01,Toldra Consulting ...,Nike,LaLiga
1781,Jesús Vázquez,20,1.82,Spain,5.0,5.0,Defender - Left-Back,21,left,Valencia,2025-06-30,2022-01-01,LEADERBROCK,,LaLiga
1782,Toni Lato,25,1.71,Spain,2.5,8.0,Defender - Left-Back,3,left,Valencia,2023-06-30,2017-07-01,Toldra Consulting ...,,LaLiga
1783,Thierry Correia,24,1.76,Portugal Cape Verde,12.0,14.0,Defender - Right-Back,2,right,Valencia,2026-06-30,2019-09-02,Gestifute,,LaLiga
1784,Dimitri Foulquier,30,1.83,Guadeloupe France,3.0,4.0,Defender - Right-Back,20,right,Valencia,2025-06-30,2021-08-30,ACE,,LaLiga
1785,Hugo Guillamón,23,1.78,Spain,22.0,25.0,midfield - Defensive Midfield,6,right,Valencia,2026-06-30,2020-07-01,InterStarDeporte,,LaLiga
1786,Yunus Musah,20,1.78,U.S.A. England,22.0,25.0,midfield - Central Midfield,4,right,Valencia,2026-06-30,2020-08-01,Relatives,Puma,LaLiga
1787,André Almeida,22,1.76,Portugal,15.0,15.0,midfield - Central Midfield,18,right,Valencia,2028-06-30,2022-08-25,Jorge Pires,,LaLiga
1788,Nico González,21,1.88,Spain,10.0,25.0,midfield - Central Midfield,17,right,Valencia,2023-06-30,2022-08-13,Gestifute,Nike,LaLiga
1789,Ilaix Moriba,20,1.85,Guinea Spain,6.0,25.0,midfield - Central Midfield,8,right,Valencia,2023-06-30,2022-09-01,ROGON,Nike,LaLiga
1790,Samuel Lino,23,1.78,Brazil,16.0,16.0,Attack - Left Winger,16,right,Valencia,2023-06-30,2022-07-28,ADM Esporte,,LaLiga
1791,Justin Kluivert,24,1.72,Netherlands Suriname,12.0,25.0,Attack - Left Winger,9,both,Valencia,2023-06-30,2022-09-01,Team Raiola,adidas,LaLiga
1792,Samu Castillejo,28,1.82,Spain,8.0,18.0,Attack - Right Winger,11,left,Valencia,2025-06-30,2022-07-12,CAA Stellar,adidas,LaLiga
1793,Fran Pérez,20,1.76,Spain,0.15,0.15,Attack - Right Winger,21,right,Valencia B,2023-06-30,2020-08-01,Wasserman,,Other
1794,Hugo Duro,23,1.82,Spain,5.0,10.0,Attack - Centre-Forward,19,left,Valencia,2026-06-30,2022-07-01,MESAS SPORT,,LaLiga
1795,Edinson Cavani,36,1.84,Uruguay Italy,4.0,60.0,Attack - Centre-Forward,7,right,Valencia,2024-06-30,2022-08-29,,Nike,LaLiga
1796,Marcos André,26,1.85,Brazil Spain,3.0,8.5,Attack - Centre-Forward,22,right,Valencia,2026-06-30,2021-08-25,ADM PRO,,LaLiga
1797,Bono,32,1.92,Morocco Canada,12.0,18.0,Goalkeeper,13,left,Sevilla FC,2025-06-30,2020-09-04,no agent,,LaLiga
1798,Marko Dmitrović,31,1.89,Serbia,4.0,12.0,Goalkeeper,1,left,Sevilla FC,2025-06-30,2021-07-04,IDUB GLOBAL,,LaLiga
1799,Loïc Badé,23,1.91,France Cote d'Ivoire,10.0,17.0,Defender - Centre-Back,22,right,Sevilla FC,2026-06-30,2023-01-01,W.Egal O.S.F.M.,,LaLiga
1800,Marcão,26,1.85,Brazil,10.0,15.0,Defender - Centre-Back,23,left,Sevilla FC,2027-06-30,2022-07-08,Master Talents,adidas,LaLiga
1801,Tanguy Nianzou,20,1.91,France Cote d'Ivoire,9.0,12.0,Defender - Centre-Back,14,right,Sevilla FC,2027-06-30,2022-08-17,VV Consulting,adidas,LaLiga
1802,Karim Rekik,28,1.86,Netherlands Tunisia,4.0,15.0,Defender - Centre-Back,4,left,Sevilla FC,2025-06-30,2020-10-05,Juzzt Football,,LaLiga
1803,Alex Telles,30,1.81,Brazil Italy,12.0,40.0,Defender - Left-Back,3,left,Sevilla FC,2023-06-30,2022-08-04,Gol International,adidas,LaLiga
1804,Marcos Acuña,31,1.72,Argentina,12.0,18.0,Defender - Left-Back,19,left,Sevilla FC,2025-06-30,2020-09-14,Eleven Talent Group,,LaLiga
1805,Gonzalo Montiel,26,1.75,Argentina,12.0,17.0,Defender - Right-Back,2,right,Sevilla FC,2026-06-30,2021-08-13,Interplayers,,LaLiga
1806,Jesús Navas,37,1.72,Spain,3.0,30.0,Defender - Right-Back,16,right,Sevilla FC,2024-06-30,2017-08-01,Bahía Internacional,New Balance,LaLiga
1807,Pape Gueye,24,1.89,Senegal France,10.0,12.0,midfield - Defensive Midfield,18,left,Sevilla FC,2023-06-30,2023-01-30,ROOF,adidas,LaLiga
1808,Nemanja Gudelj,31,1.87,Serbia Netherlands,4.0,7.0,midfield - Defensive Midfield,6,right,Sevilla FC,2023-06-30,2019-07-23,Promoesport,Nike,LaLiga
1809,Fernando,35,1.83,Brazil Portugal,3.0,17.5,midfield - Defensive Midfield,20,right,Sevilla FC,2024-06-30,2019-07-12,no agent,New Balance,LaLiga
1810,Joan Jordán,28,1.85,Spain,12.0,30.0,midfield - Central Midfield,8,right,Sevilla FC,2027-06-30,2019-07-01,LEADERBROCK,,LaLiga
1811,Óliver Torres,28,1.75,Spain,9.0,17.0,midfield - Central Midfield,21,right,Sevilla FC,2024-06-30,2019-07-15,YOU FIRST,,LaLiga
1812,Ivan Rakitic,35,1.84,Croatia Switzerland,4.0,70.0,midfield - Central Midfield,10,right,Sevilla FC,2024-06-30,2020-09-01,AC Talent,adidas,LaLiga
1813,Lucas Ocampos,28,1.87,Argentina Spain,12.0,50.0,Attack - Left Winger,5,both,Sevilla FC,2024-06-30,2019-07-03,Interplayers,,LaLiga
1814,Bryan Gil,22,1.75,Spain,12.0,30.0,Attack - Left Winger,25,left,Sevilla FC,2023-06-30,2023-01-30,IFM,,LaLiga
1815,Papu Gómez,35,1.67,Argentina Italy,3.0,18.0,Attack - Left Winger,24,right,Sevilla FC,2024-06-30,2021-01-26,Gr Sports,adidas,LaLiga
1816,Tecatito,30,1.73,Mexico Portugal,10.0,30.0,Attack - Right Winger,9,both,Sevilla FC,2025-06-30,2022-01-14,CANTERA LATINA / ...,Nike,LaLiga
1817,Erik Lamela,31,1.84,Argentina Spain,10.0,30.0,Attack - Right Winger,17,left,Sevilla FC,2024-06-30,2021-07-26,Interplayers,adidas,LaLiga
1818,Suso,29,1.77,Spain,7.0,50.0,Attack - Right Winger,7,left,Sevilla FC,2025-06-30,2020-07-21,Promoesport,,LaLiga
1819,Youssef En-Nesyri,25,1.92,Morocco,15.0,40.0,Attack - Centre-Forward,15,left,Sevilla FC,2025-06-30,2020-01-16,starbox,Nike,LaLiga
1820,Rafa Mir,25,1.91,Spain,10.0,16.0,Attack - Centre-Forward,12,right,Sevilla FC,2027-06-30,2021-08-20,Gestifute,,LaLiga
1821,Agustín Marchesín,35,1.88,Argentina Italy,3.0,9.0,Goalkeeper,1,right,Celta de Vigo,2025-06-30,2022-08-01,,,LaLiga
1822,Iván Villar,25,1.86,Spain,1.2,2.5,Goalkeeper,13,right,Celta de Vigo,2023-06-30,2019-07-01,Promoesport,,LaLiga
1823,Joseph Aidoo,27,1.77,Ghana,8.0,8.0,Defender - Centre-Back,15,right,Celta de Vigo,2026-06-30,2019-07-11,,,LaLiga
1824,Unai Núñez,26,1.86,Spain,6.0,20.0,Defender - Centre-Back,4,right,Celta de Vigo,2023-06-30,2022-07-20,LEADERBROCK,,LaLiga
1825,Óscar Mingueza,24,1.84,Spain,3.0,15.0,Defender - Centre-Back,3,right,Celta de Vigo,2026-06-30,2022-07-30,TACTIC GRUP - ...,Puma,LaLiga
1826,Carlos Domínguez,22,1.87,Spain,1.0,1.5,Defender - Centre-Back,14,left,Celta Vigo B,2026-06-30,2020-07-01,InterStarDeporte,,Other
